"Prodi","Topik Soal","Kategori Materi","Materi Soal","Tipe Soal","Soal","Deskripsi Soal","A","B","C","D","E","Jawaban"
"kedokteran","Ilmu Kesehatan Anak","Ilmu Kesehatan Anak","Kekurangan Energi Protein (KEP)","pmb","Seorang anak laki-laki usia 2 tahun dibawa ke Puskesmas karena bengkak terutama di pipi, perut dan kaki. Anak tampak tidak selera makan dan sering menangis. Hasil penilaian kurva pertumbuhan BB/TB < -3SD. Pemeriksaan fisik didapatkan rambut jagung yang mudah dicabut tanpa rasa sakit, kulit kering pecah-pecah, edema palpebra, asites dan edema tungkai. Apakah komplikasi yang dapat terjadi akibat penyakit pasien?","","Anemia gravis","Ikterus","Gagal ginjal akut","Hepatoma","Sepsis","A"
"kedokteran","Ilmu Kesehatan Anak","Ilmu Kesehatan Anak","Marasmus (Sadar)","pmb","Ibu membawa anak nya usia 2 tahun ke dokter dengang keluhan berat badan sulit naik. Riwayat anak hanya mau makan sedikit dan minum air kacang hijau. Pemeriksan fisik anak tampak sangat kurus, iga gambang, baggy pants. Kesadaran compos mentis, Nadi 100x/m, RR 24x/m, Tax 36,5C. Apakah penatalaksanaan awal yang tepat ?","","Berikan makanan tambahan F75","Larutan D5% oral 50 cc","Larutan D10% oral 50 cc","Larutan D10% 5 cc/kgBB bolus IV","Rehidrasi dengan Resomal","C"
"kedokteran","Ilmu Kesehatan Anak","Ilmu Kesehatan Anak","Tahapan Perkembangan Anak","pmb","Bayi perempuan dibawa ibunya ke puskesmas untuk pemeriksaan rutin. Pada pemeriksaan fisik ditemukan anak mampu menggerakkan kepalanya mengikuti benda yang digerakkan dari samping kiri ke samping kanan dan sebaliknya. Saat posisi tengkurap mampu menopang bahu dengan kedua telapak tangannya, tersenyum bila ada respon dan mengeluarkan suara “ooh, aah, br, br” tapi belum dapat duduk. Berapakah perkiraan usia anak yang paling tepat?","","12 bulan","9 bulan","6 bulan","3 bulan","1 bulan","D"
"kedokteran","Ilmu Kesehatan Anak","Ilmu Kesehatan Anak","Pertusis","pmb","Anak laki-laki usia 3 tahun dibawa periksa ke Puskesmas karena batuk yang tidak kunjung sembuh sejak 2 minggu. Gejala awalnya hanya demam dan pilek ringan, kemudian batruk bertambah berat. Batuk terus-menerus kadang disertai sesak dan kebiruan. Riwayat imunisasi anak tidak lengkap. Dokter mendiagnosis pasien dengan pertusis. Penyakit ini seharunya dapat dicegah dengan melakukan imunisasi pada usia..","","Saat lahir, 2, 3, dan 4 bulan","2, 3, dan 4 bulan","9 bulan","15 bulan","24 bulan","B"
"kedokteran","Ilmu Kesehatan Anak","Ilmu Kesehatan Anak","Scurvy (Skorbut)","pmb","Pasien anak umur 8 tahun dengan diantar ibunya dengan keluhan sudut bibirnya kering sampai lecet dan pecah-pecah dan sering disertai perdarahan gusi. Pasien juga pernah mengalami memar di kulit namun hilang sendiri. Tidak ada riwayat demam atau keluhan lain. Diketahui pasien tidak suka makan sayur dan buah. Defisiensi mikronutrien apakah yang kemungkinan menjadi etiologi kondisi pasien?","","Vit A","Vit B","Vit C","Vit D","Vit E","C"
"kedokteran","Ilmu Kesehatan Anak","Ilmu Kesehatan Anak","","pmb","Anak laki-laki berumur 6 bulan diantar ibunya ke puskesmas untuk imunisasi. Sang ibu lupa jadwal imunisasi anak. Seharusnya anak mendapatkan imunisasi DPT III, tetapi anak masih dalam pengobatan antibiotic selama 4 hari karena menderita diare, lendir dan darah serta demam. Saat ini anak tidak ada keluhan, sudah bebas diare 4 hari dan bebas demam 2 hari. Apa yang sebaiknya kita lakukan?","","Imuniasi tetap dilakukan dan antibiotik dihentikan sementara","Imunisasi tetap dilakukan dan antibiotik diteruskan","Imunisasi ditunda sampai 1 minggu bebas demam","Imunisasi ditunda sampai 1 minggu bebas diare","Imuniasi ditunda sampai 1 minggu bebas antibiotic","B"
"kedokteran","Ilmu Kesehatan Anak","Ilmu Kesehatan Anak","Imunisasi untuk Anak dengan HIV","pmb","Bayi usia 5 minggu telah mendapatkan ASI dari ibunya. ASI telah dihentikan sejak 5 hari yang lalu oleh karena ibunya baru terdiagnosis HIV berdasarkan serologis yang positif, belum menunjukkan gejala klinis dan belum mendapatkan ARV. Bayi lahir normal di bidan, BB bayi 3000 g. Pemeriksaan fisik bayi gerak aktif, BB naik dan tidak ditemukan kelainan pada bayi. Rencana imunisasi anak yang lahir dengan ibu HIV (+) adalah ….","","Rencana imunisasi sesuai jadwal","BCG tidak diberikan, vaksin lain sesuai jadwal","BCG dan polio tidak diberikan, vaksin lain sesuai jadwal","BCG, polio, MR tidak diberikan, vaksin lain sesuai jadwal","Tidak diberikan imunisasi","A"
"kedokteran","Ilmu Kesehatan Anak","Ilmu Kesehatan Anak","Campak","pmb","Pasien anak laki-laki usia 11 bulan datang dengan keluhan demam disertai muncul ruam kemerahan di wajah dan badan sejak satu hari ini. Keluhan juga disertai dengan batuk pilek sejak 3 hari ini. Pemeriksaan fisik Nadi 100x/m, RR 30x/m, Suhu 38OC, ruam makulopapular eritema, faring hiperemis, lain-lain dalam batas normal. Riwayat pasien belum pernah mendapatkan vaksin Campak. Kapan pasien diberikan imunisasi Campak?","","Tidak perlu vaksin Campak lagi","Segera setelah pasien sembuh","Usia 15 bulan","Usia 18 bulan","Usia 2 tahun","B"
"kedokteran","Ilmu Kesehatan Anak","Ilmu Kesehatan Anak","IMUNISASI DASAR","pmb","Bayi perempuan umur 4 bulan dibawa ibunya ke RS untuk imunisasi. Dari data riwayat imunisasi di buku KIA didapatkan bahwa bayi tersebut telah mendapatkan imunisasi HB-0, BCG, Pentavalen 2 kali dan OPV 3 kali. Keadaan bayi aktif dan pemeriksaan fisik dalam batas normal. Apakah vaksin yang harus diberikan saat ini sesuai dengan jadwal program imunisasi nasional?","","DPT-HB-HiB dan OPV","DPT-HB-HiB, OPV dan IPV","DPT-HB-HiB dan IPV","DPT-HB-HiB","Td","B"
"kedokteran","Ilmu Kesehatan Anak","Ilmu Kesehatan Anak","Imunisasi Hepatitis B pada bayi baru lahir","pmb","Seorang bayi baru lahir secara normal pervaginam, cukup bulan, menangis spontan. Tanda vital dan pemeriksaan fisik bayi dalam batas normal. Namun status HbsAg ibu belum diketahui. Bagaimana pemberian imunisasi Hepatitis B pada pasien ini?","","Tunda, cek HbsAg ibu hingga 1 bulan","Tunda, cek HbsAg bayi jika positif suntik HbIg","Tunda, cek HbsAg bayi jika negatif suntik HbIg dan Hep B aktif","Tunda, cek HbsAg ibu, jika positif suntik HbIg/Hep B aktif dalam 12 jam","Suntik Hep B aktif, kemudian cek HbsAg ibu, jika positif suntik HbIg dalam 7 hari","E"
"kedokteran","Ilmu Kesehatan Anak","Ilmu Kesehatan Anak","","pmb","Seorang bayi laki-laki lahir pervaginam usia kehamilan 42 minggu di RS. Bayi lahir tidak menangis spontan dan tonus otot jelek. Telah dilakukan penanganan awal oleh dokter. Kemudian dievaluasi, bayi belum bernafas spontan, tampak sianosis, dan FJ 96x/m. Dokter memutuskan untuk melalukan VTP selama 30 detik, kemudian FJ turun menjadi 50x/m. Tindakan selanjutnya ?","","Melakukan koreksi VTP","Melakukan kompresi dada","Melakukan VTP + kompresi","Memberikan epinephrine","Melakukan intubasi endotrakea","C"
"kedokteran","Ilmu Kesehatan Anak","Ilmu Kesehatan Anak","","pmb","Seorang bayi lahir di puskesmas secara spontan dengan presentasi belakang kepala dan usia kehamilan cukup bulan. Ternyata setelah lahir didapatkan bayi tidak bernapas, tonus otot lunglai dan tidak ada detak jantung. Setelah dilakukan ventilasi tekanan positif, kompresi dada, pemberian cairan dan obat-obatan selama 15 menit tetap tidak ada respons. Apakah tindakan selanjutnya yang paling tepat?","","Menghentikan resusitasi","Mengulang resusitasi dari awal","Memperbaiki langkah resusitasi","Melanjutkan resusitasi hingga 30 menit","Merujuk setelah meresusitasi","A"
"kedokteran","Ilmu Kesehatan Anak","Ilmu Kesehatan Anak","Ikterus Patologis","pmb","Bayi perempuan usia 7 hari dibawa ibunya ke dokter karena kuning satu badan sejak 3 hari ini. Riwayat demam disangkal. BAB warna coklat dan urin warna kuning jernih. Riwayat lahir normal di bidan, usia cukup bulan, berat badan lahir normal. Bayi mendapatkan ASI eksklusif. Pemeriksaan fisik tanda vital normal, sklera ikterik, ikterus kramer IV. Pemeriksaan penunjang bilirubin total 19 mg/dL, bilirubin indirek 18 mg/dL, bilirubin direk 1 mg/dL. Apa yang harus dilakukan pada bayi ini?","","Fototerapi","Transfusi tukar","Medikamentosa","Suportif","Observasi","A"
"kedokteran","Ilmu Kesehatan Anak","Ilmu Kesehatan Anak","Kernicterus (Bilirubin Encephalopathy)","pmb","Bayi perempuan usia 14 hari dibawa ke IGD RS dirujuk dari Puskesmas karena keluhan badannya kuning yang tidak kunjung hilang sejak pasien baru lahir. Tidak ada keluhan demam. BAB dan BAK warna normal. Riwayat pasien mendapat ASI + susu formula. Namun satu hari ini pasien mulai tampak lemas dan malas menetek. Pemeriksaan fisik tanda vital dalam batas normal, sklera ikterik, kuning dari kepala hingga lipat paha. Apakah komplikasi yang dapat terjadi pasien?","","Obstruksi bilier","Kernikterik","Penyakit liver kronik","Kolestasis","Sepsis","B"
"kedokteran","Ilmu Kesehatan Anak","Ilmu Kesehatan Anak","Ikterus Neonatorum","pmb","Bayi laki-laki usia 4 hari, dibawa ke dokter oleh ibunya karena kuning sejak 1 hari yang lalu. Pasien diberikan ASI, namun ASI keluar masih sedikit. Pada pemeriksaan didapatkan gerak bayi aktif, ikterus Kramer II, golongan darah ibu dan bayi keduanya O Rh (+). Hasiul lan Bilirubin total 11.5 mg/dl, Indirek 11 mg/dl, Direk 0.5 mg/dl. Apakah diagnosis yang paling tepat?","","Breastmilk jaundice","Breastfeed jaundice","Inkompatibilitas ABO","Hepatitis neonatal","Atresia bilier","B"
"kedokteran","Ilmu Kesehatan Anak","Ilmu Kesehatan Anak","Atresia Bilier","pmb","Bayi laki-laki berusia 3 bulan dibawa UGD RS oleh ibunya karena keluhan kuning yang muncul sejak bayi berusia 1 bulan. Bayi juga dikeluhkan air kencing berwarna kuning pekat dan feses berwarna putih dempul. Keluhan juga disertai penurunan BB. Pemeriksaan tanda vital didapatkan denyut nadi 134x/menit, suhu 37,8OC dan frekuensi napas 38x/menit, kedua mata ikterik, hepar teraba membesar, ikterus Kramer IV. Pada pemeriksaan lab didaptkan bilirubin total 14, direk 6, indirek 8. Apakah diagnosis yang tepat?","","Hepatitis akut","Hepatitis kronis","Atresia bilier","Kolesistitis akut","Hepatoblastoma","C"
"kedokteran","Ilmu Kesehatan Anak","Ilmu Kesehatan Anak","Ikterus karena ASI","pmb","Seorang bayi umur 3 bulan dibawa ibunya dengan keluhan badan kuning sejak usia 1 bulan. Tidak ada keluhan demam atau keluhan lain. BAB normal, BAK sedikit lebih kuning. Pasien saat ini hanya diberikan ASI, minum dengan baik. Riwayat lahir normal pervaginam, cukup bulan, BBL 3000 gram. Pada pemeriksaan fisik konjungtiva anemis (-), sklera ikterik (+), kuning dari kepala hingga perut, organomegali (-). Hasil lab bilirubin total 15 mg/dL, indirek 14.5 mg/dL, direk 0.5 mg/dL. Apakah kemungkinan diagnosis pasien?","","Ikterus neonatorum fisiologis","Kolestatis jaundice","Ikterus karena ASI","Ikterus autoimun","Ikterus obstruktif","C"
"kedokteran","Ilmu Kesehatan Anak","Ilmu Kesehatan Anak","Respiratory Distress in Neonates","pmb","Pasien bayi baru lahir, uk 42 minggu, lahir spontan, tidak langsung mengangis. Ketuban hijau keruh berbau. Bayi dilakukan resusitasi neonatus dengan VTP dan kompresi dada. Bayi dapat bernafas spontan, namun tampak sakit berat, sianosis, retraksi dada, HR 167x/m, RR 70, ronkhi (+). Gambaran ro thorax seperti di bawah ini. Apakah diagnosis pasien?","","Sindrom aspirasi meconium","Hyalin membrane disease","Transient takipneu of newborn","Pneumonia neonatal","Displasia bronkopulmoner","A"
"kedokteran","Ilmu Kesehatan Anak","Ilmu Kesehatan Anak","Respiratory Distress in Neonates","pmb","Seorang ibu G2P1A0 usia gestasi 39 minggu, melahirkan seorang bayi perempuan,dengan seksio sesaria atas indikasi partus tidak maju. BB 3200 gram, PB 49 cm, air ketuban jernih. Bayi terlihat sesak, denyut jantung 178x/menit, Frekuensi Nafaas 70x/menit, retraksi (+), sianosis (-). Apakah kemungkinan diagnosis pada pasien ini ?","","Neonatal pneumonia","Penyakit membran hialin","Sindrom aspirasi mekonium","Sindrom gawat nafas tipe-1","Takipnea sementara pada neonates","E"
"kedokteran","Ilmu Kesehatan Anak","Ilmu Kesehatan Anak","Respiratory Distress in Neonates","pmb","Seorang bayi usia 1 hari dibawa ibu nya ke IGD RS karena sesak napas. Riwayat anak lahir 1 hari sebelum masuk RS, usia kehamilan saat itu 28 minggu, lahir secara pervaginam di bidan, ketuban jernih. Pada pemeriksaan frekuensi nadi 120x/m, 68x/m, Tax 36OC, didapatkan sianosis, pernapasan cuping hidung sianosis, retraksi subkosta dan pemeriksaan jantung dalam batas normal. Apakah kemungkinan diagnosis pada pasien ini ?","","Pneumonia","Aspirasi mekonium","Bronkhiolitis","Penyakit membran hialin","Transient Tachypneu syndrome","D"
"kedokteran","Ilmu Kesehatan Anak","Ilmu Kesehatan Anak","Hipoglikemi pada Neonatus (dengan gejala)","pmb","Bayi baru lahir 5 jam yang lalu dibawa orang tua nya ke IGD karena kejang dan lemas. Riwayat persalinan ditolong oleh bidan, cukup bulan, BBL 4000 g, APGAR skor 9/10. Pemeriksaan fisik didapatkan kesadaran apatis, hipotoni, kadar gula darah bayi 35 mg/dl. Ibu riwayat DM. Tatalaksana yang tepat ?","","D10% 2cc/kgBB (iv)","D10% 2cc/kgBB/menit (iv)","D10% 6 mg/kgBB (iv)","D10% 6 mg/kgBB/menit (iv)","D40% 2cc/kgBB (iv)","A"
"kedokteran","Ilmu Kesehatan Anak","Ilmu Kesehatan Anak","Tetanus Neonatorum","pmb","Seorang bayi laki-laki usia 2 hari dirujuk oleh bidan ke RS karena badan kaku, tidak mau menyusu, mulut kaku. Riwayat bayi lahir ditolong dukun beranak. Pemeriksaan fisik didapatkan tonus otot spasme, trismus dan pada umbilicus bayi tercium bau busuk dan tampak ada pus. Apa tatalaksana awal yang dilakukan?","","Bersihkan talipusat dengan Nacl 0,9%","Diazepam dan ATS","Injeksi TT","Pemberian antibiotik","Injeksi vit K","B"
"kedokteran","Ilmu Kesehatan Anak","Ilmu Kesehatan Anak","Tetanus Neonatorum","pmb","Bayi usia 3 hari dibawa ibunya ke IGD karena kejang. Riwayat ibu melahirkan ditolong oleh tenaga non medis, ANC tidak teratur, tidak mendapatkan vaksin saat hamil. Dari hasil pemeriksaan fisik didapatkan Nadi 143x/m, RR 52x/m, Suhu 37OC, bayi tampak sadar, otot otot kaku, mulut mecucu, tali pusat bau. Apakah pencegahan yang dapat dilakukan ketika ibu hamil?","","Injeksi Kortikosteroid","Imunisasi TT","Vaksinasi DT","Pemberian ATS","Injeksi Vitamin K","B"
"kedokteran","Ilmu Kesehatan Anak","Ilmu Kesehatan Anak","Kelainan pada Umbilical Cord","pmb","Seorang bayi perempuan berusia 7 hari dibwa ibunya ke UGD RS dgn keluhan keluar nanah dari tali pusar sejak 2 hari yang lalu. Keluhan disertai dengan demam tinggi sejak 1 hari ini. Riwayat persalinan di dukun beranak. Pada pemeriksaan tanda vital didapatkan suhu tubuh 39°C, frekuensi napas 38x/menit, denyut nadi 148x/menit. Pada pemeriksaan fisik ditemukan tali pusar hiperemis, edema dan terdapat discharge purulen. Apakah diagnosis pasien?","","Omfalitis","Omfalokel","Patent uracus","Hernia umbilikalis","Granuloma umbilikalis","A"
"kedokteran","Ilmu Kesehatan Anak","Ilmu Kesehatan Anak","Sindroma Croup","pmb","Pasien anak laki-laki usia 2 tahun mengeluhkan sesak nafas dan batuk seperti menggonggong sejak 1 minggu ini. Pasien tampak gelisah karena sesak napas. Pada pemeriksaan fisik didapatkan nadi 136x/menit, RR 40x/menit, suhu 37.8OC, stridor inspirasi (+). Pemeriksaan radiologi cervical AP didapatkan Steeple sign. Apakah diagnosis pasien tersebut?","","Abses subglotis","Sindroma croup","Trakeitis","Laryngitis","Epiglositis","B"
"kedokteran","Ilmu Kesehatan Anak","Ilmu Kesehatan Anak","Bronkiolitis (3B), Pneumonia (4A)","pmb","Bayi perempuan usia 6 bulan datang dengan keluhan sesak napas sejak 2 hari yang lalu. Keluhan diawali demam dan batuk pilek sejak 3 hari yang lalu. Pemeriksaan fisik kesan hipertermi, didapatkan wheezing dan rhonki basah nyaring pada kedua lapang paru. Pada pemeriksaan rontgen thoraks didapatkan hiperaerasi dan patchy infiltrat. Apakah diagnosis pasien?","","Bronkopneumonia","Bronkiolitis","Bronkitis","Asma bronkial","Sindroma croup","B"
"kedokteran","Ilmu Kesehatan Anak","Ilmu Kesehatan Anak","","pmb","Anak perempuan 5 tahun datang dengan sesak sejak 2 jam yang lalu, keluhan disertai demam batuk dan pilek sejak 2 hari yang lalu. Tanda vital 120/80 N= 120 x/, RR = 40 x/m, Tax = 37,8◦C. Pemeriksaan fisik didapatkan ronkhi dan wheezing di lapangan paru. Apakah etiologi paling sering dari penyakit tersebut?","","Staphylococcus aureus","Streptococcus pyogen","Moraxella catarrhalis","Corynobacterium difteriae","Haemofillus influenza","E"
"kedokteran","Ilmu Kesehatan Anak","Ilmu Kesehatan Anak","Pertusis","pmb","Seorang anak perempuan usia 1 tahun 10 bulan dibawa orang tuanya ke IGD RS karena batuk berat selama 3 minggu ini. Keluhan batuk disertai muntah. Riwayat imunisasi hanya BCG. Pada pemeriksaan fisik TD 90/60mmHg, Nadi 120x/menit, RR 60x/menit dan suhu 36OC. Batuk paroksismal diikuti suara whoop saat inspirasi. Diagnosisnya adalah ?","","Pertusis fase katarhal","Pertusis fase inisiasi","Pertusis fase paroksismal","Pertusis fase kovalen","Pertusis fase rekovalen","C"
"kedokteran","Ilmu Kesehatan Anak","Ilmu Kesehatan Anak","Pertusis","pmb","Seorang pasien anak laki-laki usia 5 tahun BB 20 kg datang bersama neneknya ke Puskesmas dengan keluhan batuk yang tidak berhenti sejak 3 hari ini. Batuk terus-menerus hingga kadang pasien tampak membiru atau muntah di akhir batuk. Riwayat kontak dengan keluhan serupa (- ). Riwayat imunisasi tidak tahu. Pemeriksaan tanda vital nadi 110x/m, Tax 37,7, RR 38x/mnt, ditemukan perdarahan subkonjungtiva ODS, faring hiperemis, namun didapatkan ronchi atau wheezing. Berapa dosis antibiotik untuk pengobatan anak tersebut?","","Eritromisin 10-20 mg/kgbb selama 14 hari","Eritromisin 20-30 mg/kgbb selama 14 hari","Eritromisin 30-40 mg/kgbb selama 14 hari","Eritromisin 40-50 mg/kgbb selama 14 hari","Eritromisin 50-60 mg/kgbb selama 14 hari","D"
"kedokteran","Ilmu Kesehatan Anak","Ilmu Kesehatan Anak","Kontak TB (+), Mantoux (-), Batuk bukan TB (kemungkinan batuk alergi)","pmb","Seorang anak laki-laki usia 3 tahun dibawa ibunya karena batuk sejak 3 minggu yang lalu terutama pada malam menjelang dini hari. Batuk sering setelah makan cokelat. Ibu pasien khawatir karena nenek pasien yang mengasuh sehari-hari mengalami batuk darah dan didiagnosis tuberkulosa. BB anak 18,5 kg. Pemeriksaan fisik dalam batas normal. Hasil uji tuberkulin indurasi 8 mm. Apakah tatalaksana yang akan berikan?","","Profilaksis sekunder","Profilaksis primer","Pengobatan OAT","Antibiotik empiris","Obat simptomatis","B"
"kedokteran","Ilmu Kesehatan Anak","Ilmu Kesehatan Anak","Kontak TB (+), Tanpa Gejala, Usia < 5 tahun -> INH Profilaksis","pmb","Seorang ibu datang ke dokter dengan membawa anaknya berumur 1 minggu. Ibu sedang mengkonsumsi obat TB selama 3 bulan. Pasien datang karena takut anaknya tertular TB. Pemeriksaan fisik bayi dalam batas normal, bayi aktif menyusui. Apa yg seharusnya pasien lakukan?","","Pasien tetap memberikan ASI dan anak diberikan profilaksis INH","Pasien tetap memberikan ASI dan anak diberikan OAT","Pasien tetap memberikan ASI dan anak tidak diberikan profilaksis INH karena tidak akan menular","Pasien tidak memberikan ASI tapi diganti dgn susu formula","Pasien tidak memberikan ASI dan anak diberikan profilaksis INH","A"
"kedokteran","Ilmu Kesehatan Anak","Ilmu Kesehatan Anak","TB Klinis","pmb","Seorang anak laki-laki berusia 1 tahun dibawa oleh orang tuanya karena berat badannya tidak mau meningkat walaupun sudah diberikan makan secara teratur dan batuk yang tidak sembuh selama 1 bulan disertai demam selama 3 minggu. Sehari-hari, pasien diasuh oleh neneknya yang ternyata baru diketahui menderita TB paru. Pasien juga tidak memiliki riwayat imunisasi BCG sebelumnya. Uji tuberculin pada pasien menunjukkan reaksi positif sebesar 12 mm. Pasien belum pernah mendapat pengobatan TB sebelumnya. Regimen pengobatan yang tepat?","","2 RHZE/4 RH","2 RHZ/4 RH","2 RH/4 RH","2 RHZE/6 RH","2 RHZE/10 RH","B"
"kedokteran","Ilmu Kesehatan Anak","Ilmu Kesehatan Anak","Klasifikasi Serangan Asma Anak","pmb","Seorang anak usia 9 tahun datang diantar ibunya dengan keluhan sesak nafas sejak 2 jam yang lalu. Keluhan muncul setelah bermain boneka. Keluhan seperti ini juga pernah dirasakan 2x dalam 1 minggu ini. Pemeriksaan fisik didapatkan keadaan umum tampak sesak dengan posisi membungkuk, TD 110/80mmHg, Nadi 140x/m, RR 30x/m, Suhu 36,5. Pemeriksaan terdapat sianosis (+), retraksi dada (+), whezing (+). Apa diagnosis pasien tersebut?","","Asma intermiten serangan berat","Asma persisten ringan serangan sedang","Asma persisten ringan serangan berat","Asma persisten sedang serangan sedang","Asma persisten sedang serangan berat","E"
"kedokteran","Ilmu Kesehatan Anak","Ilmu Kesehatan Anak","Asma Serangan Sedang","pmb","Seorang anak laki-laki usia 10 tahun datang dengan keluhan sesak nafas sejak 4 jam yang lalu. Pasien harus duduk tegak, tampak gelisah namun masih bisa menceritakan keluhannya namun dengan kalimat terputus-putus. Nadi 100x/m, RR 38x/m, Tax 36,5OC. Di temukan wheezing ekspirasi. Dokter sudah memberikan beta agonis 3 kali namun respon parsial. Apakah tatalaksana berikutnya?","","Observasi 2 jam bila membaik pasien boleh pulang","Nebuli salbutamol ulang","Rawat inap sehari, nebul rutin salbutamol tiap 6 jam","Rawai inap, nebul rutin, steroid iv, aminofilin iv","Ranap inap di ICU, ventilator","C"
"kedokteran","Ilmu Kesehatan Anak","Ilmu Kesehatan Anak","SERANGAN ASMA","pmb","Seorang anak perempuan usia 15 tahun datang ke IGD dengan keluhan sesak nafas berat sejak 2 jam yang lalu. Riwayat batuk pilek sejak 3 hari ini. Pasien memiliki riwayat sesak sebelumnya, sesak terutama bila cuaca dingin. Pemeriksaan fisik TD 110/80, nadi 90x/m, RR 34x/m, suhu 36OC, terdapat wheezing pada seluruh lapang paru. Telah diberikan bronkodilator inhalasi 3x namun tidak ada perubahan. Apakah tatalaksana yang tepat?","","Salbutamol inhalasi","Steroid inhalasi","Steroid intravena","Teofilin intravena","Adrenalin intravena","C"
"kedokteran","Ilmu Kesehatan Anak","Ilmu Kesehatan Anak","Patent Duktus Arteriosus (PDA)","pmb","Bayi usia 1 minggu dibawa ibunya ke IGD dengan keluhan sesak dan tidak mau menetek sejak 1 hari yang lalu. Riwayat sebelumnya lahir prematur usia kehamilan 35 minggu dan sempat dirawat di ruang intensif menggunakan CPAP selama 3 hari. Pada pemeriksaan fisik bayi terlihat sesak, sianosis (-), bunyi jantung I-II tunggal, didapatkan bising kontinyu pada subklavia kiri. Apakah diagnosis bayi tersebut?","","PDA","ASD","VSD","Stenosis Pulmonal","TOF","A"
"kedokteran","Ilmu Kesehatan Anak","Ilmu Kesehatan Anak","Tetralogy of Fallot","pmb","Seorang anak berusia 3 tahun dibawa ibunya ke RS dengan keluhan sering mengalami penurunan kesadaran. Pasien sering tiba-tiba berjongkok setelah melakukan aktivitas, kemudian sering biru dan tidak sadar. Pada pemeriksan didapatkan keadaan umum lemah, sianosis, jari tabuh (-) terdapat bising sistolik. Apakah diagnosis yang paling mungkin pada keadaan tersebut ?","","Stenosis aorta","Tetralogi Fallot","Insufisiensi mitral","Insufisiensi trikuspidal","PDA","B"
"kedokteran","Ilmu Kesehatan Anak","Ilmu Kesehatan Anak","Coarctasio Aorta","pmb","Seorang bayi laki-laki berusia 6 hari dibawa ke IGD oleh ibunya dengan keluhan sesak nafas yang semakin memberat dan sulit minum sejak usia 3 hari. Pada pemeriksaan fisik didapatkan kesadaran bayi alert, rr 62x/m, suhu 36OC, denyut nadi dan perfusi ekstremitas bawah tidak teraba sedangkan ekstremitas atas normal, ekstremitas atas tampak lebih merah dibandingkan ektremitas bawah. Pemeriksaan auskultasi jantung didapatkan S2 mengeras, bising ejeksi sistolik lembut di linea parasternal kiri atas. Pemeriksaan rontgen tampak jantung sedikit membesar dan edema paru. Apa diagnosis pasien ini?","","Takayashu disease","Coartation of aorta","DORV","PDA","TGA","B"
"kedokteran","Ilmu Kesehatan Anak","Ilmu Kesehatan Anak","VSD + Sindroma Eisenmenger","pmb","Seorang anak laki – laki berusia 4 tahun dibawa orangtuanya ke poliklinik RS dengan keluhan sesak nafas, mudah lelah dan berat badan susah naik. Dari anamnesis diketahui bahwa pasien sudah lama mengeluh napas terasa sesak terutama saat aktivitas. Pasien juga mudah sakit dan pertumbuhannya kurang dibanding teman seusianya walaupun sudah banyak makan. Orangtuanya mengatakan bahwa pasien lahir cukup bulan dan tidak pernah biru sebelumnya. Pada pemeriksaan fisik ditemukan BB 12 kg, sianosis (+). Pemeriksaan auskultasi jantung ditemukan pansistolik murmur di LPS 3 – 4 sinistra. Apa kemungkinan diagnosis?","","Gagal jantung kanan","Gagal jantung kiri","Sindroma essenmenger","Tetralogy of Fallot","Transposition of Great Artery","C"
"kedokteran","Ilmu Kesehatan Anak","Ilmu Kesehatan Anak","DWARFISME AKONDROPLASIA","pmb","Seorang anak laki-laki usia 10 tahun didiagnosa dengan Achondroplasia. Achondroplasia merupakan suatu kelainan pembentukan tulang akibat mutasi genetik. Mutasi genetik ini menjadi penyebab Dwarfisme Disporportional. Apakah ciri-ciri kelainan yang dapat ditemikan pada pasien ini?","","Postur pendek, kepala besar, dahi dan tangan melebar","Postur pendek, kepala besar, tangan dan kaki panjang, polidaktili dan dahi lebar","Postur pendek, kepala kecil, tangan dan kaki pendek, dahi lebar","Postur pendek, kepala besar, tangan dan kaki pendek, dan dahi lebar","Postur pendek, kepala kecil, tangan, kaki dan dahi normal","D"
"kedokteran","Ilmu Kesehatan Anak","Ilmu Kesehatan Anak","GIGANTISME DAN AKROMEGALI","pmb","Seorang laki – laki berusia 17 tahun dibawa orang tuanya ke Puskesmas karena anak lebih besar dan tinggi dibandingkan anak seusianya. Pemeriksaan fisik didapatkan tangan dan kaki panjang serta dagu yang besar. Dokter menduga terjadi kelainan hormon pertumbuhan. Apakah kemungkinan diagnosis yang tepat pada kasus di atas?","","Dwarfisme","Keratinisme","Makrognatia","Gigantisme","Akromegali","D"
